% This is an US standard atmosphere 1976 table with altitude, density, pressure and temperature.	1.7	8
% The altitude goes from -5 to 100 km with steps of 100 m and then with steps of 1000m.	1.7	8
42900	0.0026358	195.48	258.36	1.7	8
43000	0.0025989	192.95	258.64	1.7	8
43100	0.0025625	190.45	258.92	1.7	8
43200	0.0025267	187.99	259.19	1.7	8
43300	0.0024914	185.57	259.47	1.7	8
43400	0.0024567	183.17	259.75	1.7	8
43500	0.0024224	180.81	260.02	1.7	8
43600	0.0023887	178.48	260.3	1.7	8
43700	0.0023555	176.19	260.57	1.7	8
43800	0.0023228	173.93	260.85	1.7	8
43900	0.0022906	171.7	261.13	1.7	8
44000	0.0022589	169.5	261.4	1.7	8
44100	0.0022276	167.33	261.68	1.7	8
44200	0.0021968	165.19	261.96	1.7	8
44300	0.0021664	163.08	262.23	1.7	8
44400	0.0021365	161	262.51	1.7	8
44500	0.0021071	158.94	262.78	1.7	8
44600	0.0020781	156.92	263.06	1.7	8
44700	0.0020495	154.93	263.34	1.7	8
44800	0.0020214	152.96	263.61	1.7	8
44900	0.0019936	151.02	263.89	1.7	8
45000	0.0019663	149.1	264.16	1.7	8
45100	0.0019394	147.21	264.44	1.7	8
45200	0.0019128	145.35	264.72	1.7	8
45300	0.0018867	143.51	264.99	1.7	8
45400	0.0018609	141.7	265.27	1.7	8
45500	0.0018356	139.92	265.54	1.7	8
45600	0.0018106	138.15	265.82	1.7	8
45700	0.0017859	136.41	266.1	1.7	8
45800	0.0017616	134.7	266.37	1.7	8
45900	0.0017377	133.01	266.65	1.7	8
46000	0.0017141	131.34	266.92	1.7	8
46100	0.0016909	129.69	267.2	1.7	8
46200	0.001668	128.07	267.48	1.7	8
46300	0.0016455	126.47	267.75	1.7	8
46400	0.0016233	124.89	268.03	1.7	8
46500	0.0016014	123.33	268.3	1.7	8
46600	0.0015798	121.8	268.58	1.7	8
46700	0.0015585	120.28	268.86	1.7	8
46800	0.0015375	118.78	269.13	1.7	8
46900	0.0015169	117.31	269.41	1.7	8
47000	0.0014965	115.85	269.68	1.7	8
47100	0.0014765	114.41	269.96	1.7	8
47200	0.0014567	113	270.24	1.7	8
47300	0.0014372	111.6	270.51	1.7	8
47400	0.0014187	110.22	270.65	1.7	8
47500	0.0014012	108.86	270.65	1.7	8
47600	0.0013838	107.51	270.65	1.7	8
47700	0.0013667	106.18	270.65	1.7	8
47800	0.0013499	104.87	270.65	1.7	8
47900	0.0013332	103.58	270.65	1.7	8
48000	0.0013167	102.3	270.65	1.7	8
48100	0.0013004	101.03	270.65	1.7	8
48200	0.0012844	99.783	270.65	1.7	8
48300	0.0012685	98.55	270.65	1.7	8
48400	0.0012528	97.333	270.65	1.7	8
48500	0.0012373	96.13	270.65	1.7	8
48600	0.0012221	94.942	270.65	1.7	8
48700	0.001207	93.769	270.65	1.7	8
48800	0.001192	92.611	270.65	1.7	8
48900	0.0011773	91.467	270.65	1.7	8
49000	0.0011628	90.337	270.65	1.7	8
49100	0.0011484	89.221	270.65	1.7	8
49200	0.0011342	88.119	270.65	1.7	8
49300	0.0011202	87.03	270.65	1.7	8
49400	0.0011064	85.955	270.65	1.7	8
49500	0.0010927	84.894	270.65	1.7	8
49600	0.0010792	83.845	270.65	1.7	8
49700	0.0010659	82.809	270.65	1.7	8
49800	0.0010527	81.787	270.65	1.7	8
49900	0.0010397	80.777	270.65	1.7	8
50000	0.0010269	79.779	270.65	1.7	8
50100	0.0010142	78.794	270.65	1.7	8
50200	0.0010017	77.821	270.65	1.7	8
50300	0.0009893	76.86	270.65	1.7	8
50400	0.00097709	75.911	270.65	1.7	8
50500	0.00096502	74.973	270.65	1.7	8
50600	0.00095311	74.048	270.65	1.7	8
50700	0.00094134	73.133	270.65	1.7	8
50800	0.00092972	72.231	270.65	1.7	8
50900	0.00091824	71.339	270.65	1.7	8
51000	0.0009069	70.458	270.65	1.7	8
51100	0.00089571	69.588	270.65	1.7	8
51200	0.00088465	68.729	270.65	1.7	8
51300	0.00087373	67.881	270.65	1.7	8
51400	0.00086294	67.043	270.65	1.7	8
51500	0.00085305	66.215	270.41	1.7	8
51600	0.00084336	65.396	270.13	1.7	8
51700	0.00083378	64.587	269.86	1.7	8
51800	0.00082429	63.787	269.58	1.7	8
51900	0.0008149	62.997	269.31	1.7	8
52000	0.00080562	62.215	269.03	1.7	8
52100	0.00079642	61.442	268.76	1.7	8
52200	0.00078733	60.678	268.48	1.7	8
52300	0.00077833	59.923	268.2	1.7	8
52400	0.00076942	59.176	267.93	1.7	8
52500	0.00076061	58.438	267.65	1.7	8
52600	0.00075189	57.709	267.38	1.7	8
52700	0.00074326	56.988	267.1	1.7	8
52800	0.00073472	56.275	266.83	1.7	8
52900	0.00072627	55.57	266.55	1.7	8
53000	0.00071791	54.874	266.28	1.7	8
53100	0.00070963	54.185	266	1.7	8
53200	0.00070145	53.505	265.73	1.7	8
53300	0.00069335	52.832	265.45	1.7	8
53400	0.00068534	52.167	265.18	1.7	8
53500	0.00067741	51.51	264.9	1.7	8
53600	0.00066956	50.861	264.62	1.7	8
53700	0.0006618	50.219	264.35	1.7	8
53800	0.00065412	49.584	264.07	1.7	8
53900	0.00064652	48.957	263.8	1.7	8
54000	0.000639	48.338	263.52	1.7	8
54100	0.00063157	47.725	263.25	1.7	8
54200	0.00062421	47.12	262.97	1.7	8
